Timestamp,Latitude,Longitude,Altitude
2025-3-18T17:9:31,49.384940666666665,1.0683943333333332,33.39
2025-3-18T17:9:32,49.384947833333335,1.0683951666666667,33.7
2025-3-18T17:9:33,49.384953333333335,1.0683951666666667,33.89
2025-3-18T17:9:34,49.38495866666667,1.0683956666666667,34.1
2025-3-18T17:9:35,49.3849635,1.0683958333333332,34.29
2025-3-18T17:9:36,49.38496966666666,1.0683953333333334,34.6
2025-3-18T17:9:37,49.384973333333335,1.0683951666666667,34.79
2025-3-18T17:9:38,49.38497666666667,1.0683963333333333,35.0
2025-3-18T17:9:39,49.38498033333333,1.0683971666666667,35.29
2025-3-18T17:9:40,49.3849845,1.0683973333333334,35.5
2025-3-18T17:9:41,49.384988166666666,1.0683978333333333,35.79
2025-3-18T17:9:42,49.38499233333333,1.0683978333333333,36.1
2025-3-18T17:9:43,49.384996,1.068398,36.39
2025-3-18T17:9:44,49.3849985,1.0683986666666667,36.6
2025-3-18T17:9:45,49.3850015,3.201732166666667,36.89
2025-3-18T17:9:46,49.385003833333336,1.0683995,37.2
2025-3-18T17:9:47,49.385006833333335,1.0684001666666667,37.5
2025-3-18T17:9:48,49.38500916666666,1.0683996666666666,37.7
2025-3-18T17:9:49,49.385012333333336,1.0683995,38.0
2025-3-18T17:9:50,49.38501516666667,1.0683996666666666,38.29
2025-3-18T17:9:51,49.38501766666666,1.0684001666666667,38.5
2025-3-18T17:9:52,49.385020499999996,1.0683996666666666,38.79
2025-3-18T17:9:53,49.385023,1.0683993333333333,39.1
2025-3-18T17:9:54,49.38502583333333,1.0683989999999999,39.39
2025-3-18T17:9:55,49.38502883333333,1.0683983333333333,39.7
2025-3-18T17:9:56,49.385031166666664,1.0683978333333333,40.0
2025-3-18T17:9:57,49.385033666666665,1.0683968333333334,40.29
2025-3-18T17:9:58,49.385036166666666,1.0683963333333333,40.6
2025-3-18T17:10:4,49.3850505,1.0683898333333333,42.29
2025-3-18T17:10:5,49.385053,1.0683876666666667,42.6
2025-3-18T17:10:6,49.38505583333333,1.0683866666666666,42.89
2025-3-18T17:10:7,49.3850585,1.0683851666666666,43.29
2025-3-18T17:10:8,49.385060833333334,1.0683841666666667,43.6
2025-3-18T17:10:9,49.38506183333333,1.0683845,43.7
2025-3-18T17:10:10,49.385063,1.0683845,44.0
2025-3-18T17:10:11,49.385063833333334,1.0683846666666668,44.2
2025-3-18T17:10:12,49.385065166666664,1.0683855,44.39
2025-3-18T17:10:13,49.385066,1.0683871666666667,44.6
2025-3-18T17:10:14,49.38506666666667,1.0683886666666667,44.79
2025-3-18T17:10:15,49.38506733333333,1.0683893333333334,45.0
2025-3-18T17:10:16,49.385068,1.0683908333333334,45.2
2025-3-18T17:10:17,49.3850685,1.0683926666666665,45.39
2025-3-18T17:10:18,49.38506916666667,1.0683941666666668,45.6
2025-3-18T17:10:19,49.385070166666665,1.0683953333333334,45.79
2025-3-18T17:10:20,49.3850705,1.0683966666666667,46.0
2025-3-18T17:10:21,49.385070999999996,1.0683983333333333,46.1
2025-3-18T17:10:22,49.385070999999996,1.0683996666666666,46.29
2025-3-18T17:10:23,49.385070999999996,1.0684018333333334,46.39
2025-3-18T17:10:24,49.385070999999996,1.0684033333333334,46.6
2025-3-18T17:10:25,49.385070999999996,1.068405,46.79
2025-3-18T17:10:26,49.38507216666667,1.0684061666666667,46.89
2025-3-18T17:10:27,49.385073166666665,1.0684069999999999,47.2
2025-3-18T17:10:28,49.3850745,1.0684078333333333,47.39
2025-3-18T17:10:29,49.38507633333333,1.0684085,47.7
2025-3-18T17:10:30,49.385078,1.0684093333333333,47.89
2025-3-18T17:10:31,49.385079833333336,1.06841,48.2
2025-3-18T17:10:32,49.385081,1.0684108333333333,48.39
2025-3-18T17:10:33,49.38508233333333,1.0684115,48.6
2025-3-18T17:10:34,49.38508366666667,1.0684116666666668,48.79
2025-3-18T17:10:35,49.38508516666666,1.0684125,49.1
2025-3-18T17:10:36,49.38508616666667,1.0684136666666666,49.2
2025-3-18T17:10:37,49.38508733333333,1.0684146666666667,49.39
2025-3-18T17:10:38,49.3850885,1.0684158333333333,49.6
2025-3-18T17:10:39,49.385089666666666,1.0684166666666666,49.79
2025-3-18T17:10:40,49.38509083333333,1.068418,49.89
2025-3-18T17:10:41,49.385091833333334,1.0684191666666667,50.1
2025-3-18T17:10:42,49.385092666666665,1.0684203333333333,50.29
2025-3-18T17:10:47,49.3850985,1.0684241666666667,51.0
2025-3-18T17:10:48,49.385099333333336,1.068425,51.2
2025-3-18T17:10:49,49.3851005,1.0684256666666667,51.29
2025-3-18T17:10:50,49.385101666666664,1.0684258333333334,51.5
2025-3-18T17:10:51,49.385102833333335,1.0684265,51.6
2025-3-18T17:10:52,49.38510383333333,1.0684271666666667,51.79
2025-3-18T17:10:53,49.3851045,1.0684273333333334,51.89
2025-3-18T17:10:54,49.38510566666667,1.0684278333333332,52.1
2025-3-18T17:10:55,49.38510633333333,1.0684281666666666,52.2
2025-3-18T17:10:56,49.3851075,1.0684286666666667,52.39
2025-3-18T17:10:57,49.38510816666667,1.0684293333333332,52.5
