Timestamp,Latitude,Longitude,Altitude
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.428734166666665,1.076756,41.44
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.42873493055555,1.076757527777778,41.348333333333336
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.4287356048951,1.076758113053613,41.340699300699306
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.42873566148278,1.0767677810054774,41.926349765258216
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.428737345711234,1.0767730200607404,42.0121408520069
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874038797136,1.076775749922851,44.49275587296864
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.42874293347795,1.0767756736535437,44.920788771514104
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.428740704217994,1.0767749038531877,45.63460842469425
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874265465751,1.076773617811664,46.24416019467665
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.42874571925813,1.076771830407178,46.33195710274958
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
2025/5/18 - 19:19:13,49.428747655919686,1.0767701536081673,49.087564387617086
